alex排名	域名
872529	kitapzen.com@ns1.kitapzen.com
872535	alejafirm.pl@ns1.nameserverus2.com
872560	centrumnet.hu@ns.harmless.hu
872575	vipip.ru@ns2.vipip.ru
872582	ellas2.org@ns1.renaze.net
872605	wiut.uz@ns2.evo.uz
872608	doschangoslocostattoo.com@ns21.domainit.com
872646	comey.com@ns2.mfm.com
872657	kodifikant.ru@ns2.hostnes.com
872660	cityairporttrain.com@ns1.speednic.us
872682	iiie-sawada.jp@ns2.secure.net
872686	logicielmac.info@ns.nexylan.net
872693	bc46.com@ns35.4gbhost.com
872709	pnj.ir@ns2.kaipod.net
872711	northyorkshire.police.uk@ns1.gossinteractive.com
872726	ondacommunication.com@ns2.aleaweb.com
872729	bypasslimits.com@ns2.bypasslimits.com
872743	saaristo-open.fi@server01.saaristo-open.fi
872751	siamnetworker.com@ns-25217-1.dragonhispeed.com
872769	gmpartscenter.net@ns.intercityweb.com
872772	tntpages.com@ns1.gigegeo.com
872774	val.ru@ns.fmweb.ru
872778	arumeinformatica.es@ns1.arumeinformatica.net
872780	date4every1.com@ns2.mainnameserver.com
872783	corrientes24hs.com.ar@dns2.servidoraweb.net
872786	biblewalks.com@ns2.myhosting.com
872794	grantadesign.com@ns8.zoneedit.com
872804	activequote.com@ns2.heartinternet.co.uk
872814	countby.com@ns2.affinity.by
872821	youngestparadise.org@NS2.ZORV.COM
872823	ihouseweb.com@ns2.cisdata.net
872848	chibis.ua@beta.freehost.com.ua
872853	visitithaca.com@ns1.lightlink.com
872867	webmobi.com.tw@ns2.hinetserver.com
872868	picslice.com@ks354801.kimsufi.com
872877	louisevenison.com@ns2.louisevenison.com
872907	ebonyass.xxx@ns2.ebonyass.xxx
872915	slmniiceshop.com@ns1.lnwshop.com
872924	zsz1.edu.pl@dns11.linuxpl.com
872946	xtremewear.com.pk@ns2.micropoint.biz
872954	rajeoon.com@ns26.pouyasazan.org
872982	otakuzone.com@ns3.zoneedit.com
872983	hello-rio.com@ns1.websitehostserver.net
872988	kampeerperfect.nl@dns3.akara.nl
873004	sinanmeydan.com.tr@ns1.minibil.com
873012	bloguniverse.org@ns1.plept.com
873014	estudiantesdefsoc.com.ar@dns1.adrogue.info
873015	cubeforums.com@name3.autoforums.com
873026	congluan.vn@ns2.dichvu-tenmien.com.vn
873029	guardyoureyes.com@ns2.myhosting.com
873032	xxxchan.org@ns1.xxxchan.org
873036	hcg.com.tw@ns1.hcg.com.tw
873045	maxcomsoft.com@ns265.edns1.com
873052	yoafrica.com@ns3.yoafrica.com
873063	fitbleiben.net@ns1.rb-media-group.de
873074	accrosexe.com@ns.etigris.com
873093	hechoenmexicob2b.com@ns1.promexico.gob.mx
873098	szc.pl@ns1.univ.szczecin.pl
873100	runnerduck.com@dns7.cyberverse.net
873121	freexvideo.org@ns1.ruxvideos.net
873124	opt-hoz.ru@ns8.nic.ru
873156	kamaz.fr@ns.hiwit.net
873157	transamerica.tv.br@ns2.vcaremail.com.br
873160	rocksolidsheds.com.au@ns2.unlimited-space.com
873167	alternatives.org.uk@ns1.hostinguk.net
873183	velkyzpevnik.cz@ns2.ehost.cz
873190	bianor.com@ns.bianor.com
873196	winternecie.net.pl@ns2.neteasy.pl
873200	maturefacials-uk.com@ns0.your-provider.net
873209	thecruisevillage.com@ns1.secure.net
873210	indra.info@ns2.indra.info
873212	adequatesystems.com@ns1.adequatesystems.com
873229	zasadi.net@ns3.sosulka.net
873253	gossygames.fr@ns2.reagi.com
873259	imenbartar.com@ns1.nitcom.name
873272	partage-torrent.com@ns2.partage-torrent.com
873276	elecsa.co.uk@ecadns03.eca.co.uk
873283	tehnologijahrane.com@ns1.tehnologijahrane.com
873308	vista.ne.jp@nets2.vista.ne.jp
873323	freshersdreams.com@ns1.net4india.com
873332	linksdirector.ro@ns2.wdp-gazduire.ro
873333	elbullimedia.com@ns1.turdns.com
873338	cuisinertoutsimplement.com@ns1.proceau.net
873357	plumcreek.com@ns2.plumcreek.com
873371	fat-forex-profits.com@ns2.sellforexsignal.com
873389	romsystems.com@ns1.romsystems.com
873398	pgaa.com@ns4.synergy-networks.com
873406	about-muscle.com@dns2.midphase.com
873415	expectsuccesscoaching.com@dns2.midphase.com
873424	rizgolo.eu@dns.allo-heberge.com
873430	meteocontrol.de@ns01.sspcdn-b.net
873457	st-poelten.gv.at@ns.rotheneder.com
873460	academytaraneh.com@ns2.mehrsama.com
873464	fick-scout.org@ns2.cyberservices.tv
873470	gloz.org@ns2.h04.hvosting.ua
873473	collegestartonline.com@ns9.fastdnshost.com
873505	qualitycontentwriter.com@ns1.qualitycontentwriter.com
873526	torinofree.it@ns2.netsons.com
873532	andradasnet.com.br@server02.pocos-net.com.br
873534	akillitasarruf.com@ns1.tacirnet.com
873536	russned.ru@ns1.russned.ru
873554	freetechie.com@ns2.lunarbreeze.com
873586	guitarbitz.com@ns1.hostinguk.net
873594	tendring.net@ns1.tendring.net
873596	atsaction.com@ns2.capilleira.com
873597	flebolog.org@ns2.fairground.ru
873598	czarni.slupsk.pl@ns.infocity.pl
873602	delfo.forli-cesena.it@dns2.provincia.forli-cesena.it
873604	nucleohardware.com.br@ns2.vamostrabalharhardware.net
873607	androidyurdu.com@ns1.turhost.com
873609	shandis.ir@ns1.shivahost.net
873612	oratoiredulouvre.fr@ns0.online.net
873627	afchine.org@ns2.xname.org
873643	zakagi.net@ns2.time-porno.com
873645	archtoolbox.com@ns69.rochenhost.com
873648	links-trader.com@dns1.spark.parking-page.net
873653	hotprice.pl@ns1.gruper.iq.pl
873671	trucsdefilles.com@NS1.jnj.com
873674	helponline.ro@ns3.wdp-gazduire.ro
873680	aahardware.com.au@ns3.sydneywebsitehosting.biz
873690	learnperspective.com@ns7.lunarpages.com
873691	visitingargentina.com@ns1.cms-evolution.com
873699	fc-enisey.ru@ns2.sidmasters.ru
873707	ntsc.ac.cn@ns.ntsc.ac.cn
873714	petitenudes.net@ns1.jumpingroo.com
873722	frantz.jp@ns1.future-s.com
873736	mumbaimantra.com@ns1.tracom.net
873739	ppfnn.com@ns1.npfnews.com
873758	autogate-cctv-center.com@ns2-1556025.dragonhispeed.com
873773	thejewelryvine.com@ns1.kt100.net
873783	myglamourporn.com@ns1.lesbianstorm.com
873797	citoyens-et-francais.fr@ns1.proceau.net
873820	yamahagolfcar.com@ocn4.oc-net.com
873821	karrieremagazin.net@ns2.infra.net
873832	brnice.com@ns5.payamco.com
873838	autosusadoscr.com@ns2.compuarca.net
873862	dreamersales.net@dns1.malkm.com
873864	toefl.com.tw@ns1.toefl.com.tw
873866	itb.org.tr@ns11.trdns.com
873876	mtweb.pl@dns.mobile-tech.pl
873895	iisjaipur.org@ns14.goforhosting.com
873899	elmall52.ru@ns.hi-service.ru
873913	lariche.co.uk@ns1.3dpixelnet.com
873916	pixeldublu.ro@ns1.pixeldublu.ro
873922	perplexed.co.uk@ns17.zoneedit.com
873926	search-acre.com@ns84.hostia.name
873931	rv-coach.com@ns2.secure.net
873945	glasrf.ru@ns2.majordomo.ru
873959	fredericksburgskin.com@ns4.vpweb.com
873962	freexxxstuff.com@ns2.phatservers.com
873964	cashbacksvergelijken.nl@ns1.sohosted32.com
873966	dpd.kz@ns1.ig.kz
873977	grandvoice-station.jp@nsp.primemover.jp
873988	valuemartgold.com@ns2.net4india.com
874007	maxymenko.com@ns1.dnsexit.com
874021	hosterio.com@ns1.thehostingserver.com
874027	limprimeriegenerale.com@ns209272.ovh.net
874058	blancofm.com@ns.myhosting.com
874076	especialistas.com.mx@dns2.serv.net.mx
874082	casanet.net.ma@dns.casanet.net.ma
874091	nicolejeanette.me@ns865.dizinc.com
874100	blogiveco.com.br@ns.myhosting.com
874116	mizuhiroba.jp@tjhs087.tifana.jp
874130	ilux.com.my@dns7.serverfreak.biz
874134	flimp.net@ns31.routesys.com
874153	armadastars.com@ns2.expertxteam.com
874171	openmarkets.in@ns1.digitizor.com
874175	elgoldfish.com@ns2.elgoldfish.com
874176	fecomerciomg.org.br@ns2.fecomerciomg.org.br
874179	ospedalesantandrea.it@osa04.ospedalesantandrea.it
874183	wild3dporn.com@ns2.wild3dporn.com
874191	rusychi.org@ns2.majordomo.ru
874194	nigc-isfahan.ir@ns2.nigc.ir
874195	gamereversal.com@ns2.gamereversal.com
874207	gamedownload4u.com@dns2.winteractive.com
874216	freetm.com@ns14.zoneedit.com
874236	kobe-c.ac.jp@ns.kobe-c.ac.jp
874243	bilbaohiria.com@ns2.losdns.net
874246	lemeckiltefaut.com@ns1.proceau.net
874261	e-styleisp.ru@ns1.e-styleisp.ru
874264	u21.hk@ns1.u21.hk
874268	smscreator.de@ns.netxp-online.de
874292	main.com@ns1.main.com
874306	chinaguangda.com.cn@cgsdns1.alibabaonline.com
874312	bellabathrooms.co.uk@dns1.pointhq.com
874326	gracebisbikosrmt.com@ns2.vpweb.com
874341	pankaj-blog.com@ns1.proceau.net
874343	smilesinsaskatoon.ca@ns2.bitebankwebsites.net
874344	swiss-pass.ch@ns126.hoststar.ch
874350	benyoung.biz@ns2.streamlinedns.co.uk
874353	mnvthailand.com@ns1.joblucky.com
874354	tchernovaudio.com@ns3.getyourserver.net
874385	launchyard.com@dns3.pointhq.com
874391	vigs.ru@ns1.dnsexit.com
874397	cosytoes.co.nz@ns1-1.zeald.com
874398	gameblinx.com@ns2.liquidplex.net
874409	solidab.se@ephemera.nmugroup.se
874413	obfocus.com@ns1.secure.net
874417	karlson.ge@ns1.serv.ge
874419	maxitrip.ru@ns2.turizm.ru
874429	amateurtube.net@ns2.amerinoc.com
874433	arcor-online.net@ns1.arcor-ip.de
874462	signcutpro.com@ns.artech.se
874477	differ.co.jp@dns.kinet.or.jp
874488	blogosferathermomix.es@ns116.virtualns.net
874501	topanky.cz@ns1.bizhost.cz
874509	suryanfm.in@ns2.net4india.com
874510	ryoko-moriyama.jp@ns1.xserver.jp
874515	idante.ro@ns2.mxserver.ro
874530	xn--zck9awe6dp51pu92ag6bwt7i.jp@ns1.xserver.jp
874535	thetenerife.com@dns2.parkpage.foundationapi.com
874568	windustry.com@ns2.pajunas.net
874571	bbcream.kiev.ua@ns1.h67.hvosting.ua
874603	tagungshotel.com@ns1.mecomedia.net
874618	easybedandbreakfasts.co.uk@nsa.PowerDNN.co.uk
874626	kimberlyryanltd.net@ns2.verflex-consulting.com
874632	pre-school.org.uk@ns2.pre-school.org.uk
874643	newadventuresconf.com@ns1.collyhost.com
874664	hentai.tc@ns2.phatservers.com
874679	aspireflb.ru@ns2.1gb.ru
874685	smilesdentalgroup.com@ns1.bitebankwebsites.net
874689	joshuafoust.com@ns4.hmdnsgroup.com
874691	federalberghi.it@dns02.alternet.it
874697	figmarketing.com@ns2.twtelecom.net
874720	iranpoliticsclub.net@ns1.worldplanethosting.com
874721	kekduna.hu@ns1.ensim.hu
874728	a-energetics.ru@ns2.host-server-1.ru
874731	paradiso.de@ns1.dfp.in
874772	cf1.ru@ns5.cf1.ru
874774	experienceperth.com@ns1.secure.net
874779	valldenuria.com@ns2.eurovia.es
874781	bianchi.it@ns2.interac.it
874786	ebazr.com@ns.myhosting.com
874800	tokosuntik.org@ns1.magenting.com
874809	afpbarcelos.pt@ns2.serverlogistics.com
874821	stampileok.ro@ns2.mxserver.ro
874823	directory-of-links.com@ns2.lunarmania.com
874824	sandwichmonsters.com@dns1.doteasy.com
874827	homecrafts.co.uk@dns1.intology.net
874829	antikvariat.biz.ua@ns2.antikvariat.biz.ua
874835	nepheli-paralia.gr@ns79.cretaforce.gr
874844	hogardecristo.cl@ns2.hogardecristo.cl
874849	bitaddress.org@ns2.cinfu.com
874850	jugarjuegodechicas.com@ns10.bahiaservers.com
874853	ljseek.com@ns2.ivinco.com
874868	akumanostepmail.net@ns1.xserver.jp
874869	megvodnoe.crimea.ua@beta.freehost.com.ua
874912	ljudmila.org@ns1.ljudmila.org
874935	tranphuht.com@ns2001.nhanhoa.com
874937	uipixels.com@ns2.turdns.com
874945	aforism.ru@ns1.kurepin.ru
874947	ideagroup.it@ns.linknesss.com
874977	sp-group.co.in@ns1.net4india.com
874999	pharmacyhealthservices.asia@ns1.pharmacyhealthservices.asia
875003	infinicms.fr@ns354527.ovh.net
875009	healthadministrationnationwide.com@ns1.secure.net
875011	visscoindia.com@ns2.ctss.in
875017	pornstarshine.com@ns1.sexpartyboom.com
875025	ayakkabimerkezi.com@ns2.bilgihost.com
875031	juegosunity.com@ns208909.ovh.net
875034	beltina.org@dns2.hostingsolutions.cz
875039	nhic.edu.cn@dns2.nhic.edu.cn
875046	press1.de@ns.netestate.de
875048	lubovy.ru@ns2.mamba.ru
875053	nashvillesightseeing.com@ns2.alcatrazmedia.com
875056	glenwoodauto.com@ns2.phoneware.com
875060	gruppobaiasilvella.com@ns2.sedoparking.com
875063	msn-nadlan.co.il@ns2.msn-nadlan.co.il
875074	grandexchange.ru@ns1.sendmailserver3.com
875092	clickcentricseo.com@ns2.exponenthosting.net
875096	pedemmorsels.com@ns0.thefrontiergroup.net.au
875101	undeleteunerase.com@ns1.chermenin.com
875115	aogarbagnate.lombardia.it@dns1.aogarbagnate.lombardia.it
875119	roleplaycraft.net@ns.mainnameserver.com
875134	loraincountyauditor.com@ns2.secure.net
875143	imobiliare-terenuri.ro@ns2.mxserver.ro
875146	enderuncolleges.com@ns2.zoneedit.com
875148	medical-news.ro@ns-1.open.ro
875170	log2craft.org@ns1.threesixnine.biz
875195	newbiewebsitedesign.com@ns2.lunarservers.com
875222	hospedagemhost.com.br@ns1.hospedagemhost.com.br
875231	reputationcrusher.com@ns1.powerleadspro.com
875242	clubmujeresdesnudas.com@ns0.sharelyrics.com
875267	eurobus.sk@ns.cona.sk
875283	uhod-za.ru@ns2.majordomo.ru
875346	animaux.ws@ks370356.kimsufi.com
875359	twitter-bootstrap.kr@ns2.woobi.co.kr
875367	mosquitoweb.it@ns2.netsons.com
875392	endonde.com@ns1.alojate2.com
875396	devlib.net@ns3.padhost.net
875397	smallbizffa.net@ns1.smallbizffa.net
875411	escelsa.com.br@band54.bandeirante.com.br
875429	tradeology.com@ns1.fluidhosting.com
875453	diggislam.com@ns2.sedoparking.com
875470	mobilerechargesoftware.co.in@ns1.4hostingindia.com
875474	trkcontinent.ru@ns1.adamant.ru
875477	bppt.eu@ns11.linuxpl.com
875481	il-mio-amante.it@ns1.mon-dns.com
875491	jclink.me@ns1.linktrackr.com
875505	turbubit.net@ns1.zevshost.org
875529	fitnesscampalgarve.com@ns2.ispnoc.net
875530	khamphavn.com@ns2.spacegate-dns.com
875533	ica.net@hurricane.ica.net
875549	costumeparty.com@ns4.dnsexit.com
875559	displayone.co.uk@fns1.42.pl
875597	duv.ro@ns1.wdp-gazduire.ro
875600	compusofttechnology.com@ns1.compusofttechnology.com
875613	incomeprotectioninsurancenz.co.nz@ns2.hostingdirect.co.nz
875617	junetailor.com@dns1.appliedi.net
875667	hasanyilmaz.net@ns1162.dizinc.com
875669	lordcivil.com@ns3.neutron.co.nz
875677	biblecities.com@dns1.hostingsolutions.net
875694	shefdostal.ru@ns1.vps.ua
875698	itstudio.cz@ns1.itstudio.cz
875718	bclass.ru@ns1.vip6.deserv.net
875730	webserverdns.com@ns1.webserverdns.com
875731	globfin.ru@ns.majordomo.ru
875753	telljoann.com@ns2.twtelecom.net
875756	fatvideo.net@ns1.bbwgirlmovies.com
875783	mnogoigri.com@ns.igri1.com
875784	ministerieetenendrinken.nl@ns.webtic.nl
875793	myfootballclub.co.uk@ns7.zoneedit.com
875802	parkfontann.pl@fns2.42.pl
875810	alexvoyeur.com@ns2.alexvoyeur.com
875817	forropuncik.hu@ns2.mediacenter.hu
875821	cochonnette.com@ns24952.ovh.net
875835	thegranny.biz@ns2.sexcekc.com
875866	sterlingdevelopers.com@ns2.rapidns.com
875869	tours-italy.com@ns.linknesss.com
875876	mymillionaireblueprint.com@ns1.iad7.com
875878	rabbitbbs.com@ns5002.01isp.net
875900	sitoper.it@ns.ws-116.com
875905	seatec.com.au@ns1.olaladns.com.au
875917	filmeonline24.com@ns3.ch-center.ro
875936	tf6.fr@dns1.argosdns.net
875947	nkgstudio.com@ns3.in.dominios.uol.com.br
875962	pid.gov.pk@n2.comsats.net.pk
875965	filme-carti.ro@ns4.wdp-gazduire.ro
875975	thepostoffice.in@ns2640.dizinc.com
875984	hoststore.com@ns3.hoststore.com
875986	9w9.org@ns1.altervista.com
875993	mabp.kiev.ua@ns1.aliter.ru
875998	frmoda.com@dns2.unitedhost.eu
876002	ticketschool.com@ns2.dn.net
876008	safelawns.org@ns1.wildappledesign.net
876023	gekonek.pl@ns1.d2.pl
876037	idiap.ch@ns3.idiap.ch
876056	akillitelefonlar.com@ns2.turhost.com
876059	f650.co.uk@ns3.verticalscope.com
876061	pure-jobs.com@ns.myhosting.com
876069	pandorasboxny.com@ns1.floridaserver.com
876071	rubbernews.com@dns1.publicus.com
876093	quotells.com@ns1.free.dom.bg
876101	largestclips.com@ns2.amerinoc.com
876106	universeum.se@h05dns01.zitac.net
876113	skiathos.gr@ns1.mathinosnet.com
876114	infodlplayer.net@ns2.star-domain.jp
876127	mzkwejherowo.pl@ns2.mzkwejherowo.pl
876164	etfbl.net@ns1.etfbl.net
876165	intermetall32.ru@ns2.ns00.ru
876166	mathmadeeasy.com@ns2.actiontelesales.com
876172	eventghost.org@ns2.communitare.de
876186	neswork.com@ns1.goomain.com
876193	peugeot.gr@ns2.techlink.gr
876204	e-bet.gr@ns0.hol.gr
876212	otrada.ch@ns126.hoststar.ch
876227	lensget.jp@ns1.lensparente.com
876243	govoluntouring.com@ns205.canadianwebhosting.com
876245	afro-style.com@ns0.online.net
876254	portalzp.pl@dns.wip.pl
876257	thinkdigital.net@dns1.papaki.gr
876269	maritime.org@ns2.secure.net
876296	coolaccesorios.com@ns1.dns-servicios.com
876306	startbol.com@ns2.wswebs03.nl
876307	pelhd.com@ns0.artehosting.com.mx
876324	promocodeforest.com@ns2.bluediamondhost.com
876340	kogyokusha.ed.jp@ns1.forbiz.jp
876342	atheeb.com@ns1.superb.net
876345	clockforum.com@ns939.dizinc.com
876352	rapodar.ac.in@ns3.nttindia.com
876353	eizo-oto.jp@ns2.xserver.jp
876360	hazeldesign.co.uk@ns2.qwknetllc.com
876361	jsprinting.com@ns1.zoneedit.com
876380	rexsystem.hu@ns2.mediacenter.hu
876385	cricketrajasthan.in@ns2.dildns.com
876387	russellfeedandsupply.com@ns2.amerinoc.com
876405	midwestanimalrescue.org@dns2.rescuegroups.org
876407	devcolibri.com@dns22.yutex.ru
876412	kompanije.co.rs@pippin.nordnet.ws
876423	dohome.co.th@ns1.dohome.co.th
876425	transportformumbai.com@ns2.streamlinedns.co.uk
876428	feldgrau.info@ns1.ua-hosting.com.ua
876433	mmm.it@dns2.mmm.it
876435	mbart.com@ns1.secure.net
876440	pidepresupuesto.com@ns1.pidepresupuesto.com
876453	steenberghotel.com@ns1.zomerlust.com
876465	purepleasure.com.pt@ns3.ptwebserv.net
876473	hrdiap.gov.in@stpmail.stph.net
876495	smfdc.com.cn@ns5011.01isp.cn
876500	ebrso.org@ns3.geninf.com
876517	3celts.com@ns27.seanic.net
876537	mypolicare.com@dns1.fthost.net
876543	videofilmy.cz@ns2.sedoparking.com
876551	commissioncommando.com@ns2.imsuccesscenter.com
876555	frontender.info@netname.com.ua
876562	thechocolattehouse.com@NS1.NET4INDIA.com
876594	ideal.hu@ns2.mediacenter.hu
876597	godwinhotels.com@ns.r4h.com
876616	restaurantefaraj.com.br@ns1.multihospedagem.com.br
876620	womans.org@ns8.zoneedit.com
876622	licofindia.in@ns2.net4india.com
876631	bayankupon.com@ns2.ni.net.tr
876641	vorohta.com.ua@beta.freehost.com.ua
876659	sharpiran.com@ns2.hannoverit.com
876663	vavatrade.com@ns2.sellforexsignal.com
876668	redtouchmedia.com@ns1.thewebhostserver.com
876690	foto-kurier.pl@fns2.42.pl
876707	yana-erenburg.com.ua@gamma.freehost.com.ua
876717	ciudadesmayas.com@ns2.hostingzoom.com
876722	sanyamanya.ru@ns2.sanyamanya.ru
876735	campingfirst.co.kr@ns1.nsgodo.com
876739	steamer.co.uk@ns1.blazenetworks.co.uk
876752	weinsteinco.com@prometheus.coretransnational.com
876768	radex.net.pl@ns1.d2.pl
876772	sokuana-s.com@ns1.kitocorp.com
876788	rrt-auto.ru@ns3.rrt.ru
876802	mcccu.org@ns2.secure.net
876837	hakui-uni.com@ns1.dnsr-do.com
876842	ladiesfuckgents.com@ns2.nsferro.com
876862	painthomes.biz@ns1.mydns.jp
876871	aptekawaw.pl@ns1.sstore.pl
876894	abc-color.com@knopka.cityhost.com.ua
876907	relojes-baratos.com@ns1.losdns.net
876913	autoway.co.jp@ns2.j-pal.net
876915	britneyspears.pl@ns2.fan-strefa.pl
876944	islanet.es@hellogrup2.cyberneticos.com
876948	clubdom.org@ns1.unknownbdsm.com
876990	jaslonet.pl@ns2.crystalmedia.pl
876994	124444.com@ns3.v681.com
876996	dai8fudousan.com@ns.security-area.net
877006	creativecommons.net@ns3.creativecommons.org
877008	xlhost.de@ns3.xlhost.info
877041	xandr.com@ns1.xandr.com
877052	blackshaman.ru@ns2.blackshaman.ru
877056	itechacharya.com@ns1.creationinfoways.in
877066	spielsysteme.com@dns2.midphase.com
877077	loris-f-a.ru@ns1.uweb.ru
877096	skt.org.pl@ns208967.ovh.net
877098	ithaca.com@light.lightlink.com
877114	parstech.org@ns1.parstech.org
877129	osaka42195.com@ns1.tsukaeru.ne.jp
877132	kansastravel.org@dns2.registeredsite.com
877169	momentsofelegance.com@ns2.momentsofelegance.com
877174	concursurilesmart.ro@ns8.hostingweb.ro
877180	birzha.ru@ns2.birzha.ru
877188	historicaltravelguide.com@ns2.rapidns.com
877195	downloadmusica.it@ns2.rookdns.com
877208	gold-master.biz@ns5.xserver.jp
877211	freeinternetmoney.biz@ns2.web4africa.com
877215	gcbmax.com@ns1.siraface.com
877216	satiyor.net@ns6.awardspace.com
877228	karensperspective.com@ns1.ocsdns.com
877239	chesstalk.info@ns1.lunarmania.com
877269	mektoub.fr@ns39242.ovh.net
877274	tegry.pl@dns11.linuxpl.com
877280	coinsuranceinfo.com@ns211.arfitech.com
877281	juno-e.com@dns2.ymc.ne.jp
877291	ssnp.co.jp@ns2.dlsv.com
877292	chinesetypesetting.com@ns3.ourdnservers.com
877296	youthapproach.com@ns1.websitehostserver.net
877325	shoppingtwitterfollowers.com@dns2.parkpage.foundationapi.com
877333	shizuoka-takken.or.jp@dns1.shizuoka-takken.or.jp
877349	metaltravelguide.com@ns17.zoneedit.com
877353	dcmessageboards.com@ns1.ipslink.com
877354	unblock.ca@ns1.isparea.com
877361	migrationalliance.com.au@ns2.secure.net
877370	pupils.ru@ns2.pyterka.ru
877371	tonsofdamage.hu@ns1.web-server.hu
877404	diskont24.com@ns1.secure.net
877407	parceiro.co.jp@ns1.secure.net
877416	cinemakorea.org@ns4.xserver.jp
877423	gfpage.com@ns1.premiumcheap.com
877435	zero-g.name@ns2.zero-g.name
877442	siteengineserver.com@ns1.website.com
877457	phpjoblist.com@1.nsjet.com
877474	gaynors.co.uk@dns1.intology.net
877483	entrancenet.in@ns1.blogmog.com
877508	trollbeadboutique.com@ns17.fastdnshost.com
877513	lptic.ly@dns37.lttdns.net
877516	sahajshopping.com@dn7.clouddigitalmedia.com
877524	annerice.com@ns2.dn.net
877527	greek-sandals.com@ns4.naxtech.com
877533	jasmineinter.com@ns2.nnstation.com
877542	sosiltd.com@208.134.245.228
877561	ezgo.vn@ns2002.nhanhoa.com
877571	moviesbuzzer.com@rs112.registrar-servers.com
877573	aremezkov.ru@ns1.rufox.ru
877584	tfgmobile.co.za@ns2.iafrica.com
877607	duny.ru@relay.tomica.ru
877608	confessionsofadesigngeek.com@ns1.wiserhosting.co.uk
877609	overnightprints.es@ns2.farheap.net
877616	talcualchajari.com.ar@webmail.itelsa.com.ar
877619	midinerocash.com@ns1.proceau.net
877621	ircgov.com@its1759.ircgov.com
877657	servicelab.gr@ns6.tech-hosts-dns.com
877663	internet-burzhui.ru@ns3.wspb.ru
877671	bswisznice.pl@ns2.net-line.pl
877673	phototalents.ru@ns1.phototalents.ru
877679	1clickawayfrompleasure.authsafe.com@ns1.authsafe.com
877682	kr-moravskoslezsky.cz@nse2.kr-moravskoslezsky.cz
877684	tpsd.org@ns1.tpsd.org
877688	planet-rugby.co.za@ns1.rivalsdm.com
877691	kfctriathlon.jp@dns.kfctriathlon.jp
877693	xotab.ru@ns1.parch.ru
877700	brasilchannel.com.br@ns1.bighost.com.br
877704	fotosdechicasguapas.com@ns3.sexcekc.com
877706	ssc4it.com@ns6.ssc4it.com
877708	archibit.net@ns0.yepa.com
877719	deltamaster.ru@ns2.mekmo.ru
877723	greeneco411.com@ns1.floridaserver.com
877726	rowerowawaga.pl@ns2.hosted.com.pl
877742	cinemanine.co.kr@ns.cinemanine.co.kr
877791	kayrateknik.com@ns11.trdns.com
877797	fmradiomanele.ro@tns4.fmradiomanele.ro
877802	dailymilan.com@ns1.holeinthewallhosting.biz
877806	fespsp.org.br@liberty.acessabrasil.com.br
877825	juridicoweb.com.br@dns1.portalbisa.com.br
877836	shimlahills.com@ns2.webpresenceworld.com
877868	everaldo.com@ns2.weberz.com
877870	f1firstclass.com.br@dns1.mercosulhostnet.com
877878	bookmarkinglive.com@ns1.voodoo.com
877880	mebel-novosibirsk.ru@ns1.server.orangehosting.ru
877889	infofrescos.net@frontend2.itencore.net
877918	partymart.co.uk@ns1.vidahost.com
877928	guides-du-net.com@ns914.elassar.net
877930	drjart.co.kr@ns2.gmate.co.kr
877934	imagetrendsinc.com@ns8.zoneedit.com
877935	fairplay.ir@ns104.dns.parsdev.net
877938	chuan365.com@ns1.edong.com
877954	freedom-ye.com@ns6.ssc4it.com
877974	trawmat.ru@ns1.planetahost.ru
877990	besttrafficschool.com@ns4.vener.net
877992	tramitacionesonline.es@ns1.tramitacionesonline.es
878004	labs64.de@ns02.1blu.de
878007	skaab.pl@ns1.seo-linuxpl.com
878038	beritagoogle.com@dns1.webhostnix.com
878053	iemu.org@ns2.ss.net.au
878060	justhotmoms.com@ns1.serverrhino.com
878074	hcgezdrops.com@ns1.blackboxdns.com
878087	evleniyorsan.com@ns2.netasist.com
878089	pro1rub.com@ns4.dgrad-host.com
878091	anjalika.in@mag.4cplus.net
878094	salmododia.com.br@ns1.emanuelsca.virtuaserver.com.br
878095	velsi.info@ns2.merkury.in.ua
878100	iite.ac.in@ns2.gipl.net
878103	aiimsbhubaneswar.edu.in@ns2.isti.net
878105	2soska.ru@ns1.vwape.com
878111	googlified.com@ns1.tuguhost.com
878118	ecovantage.com.au@ns1.artful.net.au
878122	uchil.net@netname.com.ua
878126	portal-silistra.eu@ns3.webexpert.bg
878134	vidaseductiva.com@ns2.theservercluster.com
878143	connorhomes-ecats.ca@ns2.baremetal.com
878151	mitrencito.com@ns3.calcanet.com
878161	understandinguncertainty.org@greed.damtp.cam.ac.uk
878167	mryc.com@ns1.telenetcom.com
878174	filmtrailers.nl@ns2.resellerdns.eu
878194	facedelisi.com@ns1.ngdijital.net
878201	redhotcopy.com@ns1.theredhotserver.com
878208	vfmradio.lk@ns1.orbitnet.org
878209	autoservicepraxis.de@ns3.tmag.de
878211	koif2013.or.kr@ns1.namesvr.net
878220	asn.kz@ns1.inkapi.net
878235	stunningmatures.com@ns2.nsferro.com
878244	fantasysurfer.com@ns2.mydnslive.com
878246	chessgamesshop.com@ns2.aza-ms.si
878247	diyhappy.com@ns1.diyhappy.com
878261	awdf.org@ns2.web4africa.com
878278	sv.no@dns2.powertech.no
878304	teslatech.com.ua@ns2.cityhost.com.ua
878317	bestofcelebs.com@ns1.vids7.com
878341	divaboo.info@ns2.computersoft.ru
